NAMA,HARGA,LOKASI,LUAS_TANAH,LUAS_BANGUNAN,KAMAR_TIDUR,KAMAR_MANDI,SERTIFIKAT,DAYA_LISTRIK,GARASI,JUMLAH_LANTAI,DESKRIPSI,HARGA_NUMERIC,LUAS_TANAH_NUMERIC,LUAS_BANGUNAN_NUMERIC,KAMAR_TIDUR_NUMERIC,KAMAR_MANDI_NUMERIC
Turun Harga! Rumah 2 Lantai Siap Huni Furnished Sayap Tubagus Ismail,"Rp 1,7 Miliar","Tubagus Ismail, Bandung",104 m²,180 m²,5.0,2.0,SHM,Lainnya,,1.0,TURUN HARGA! JUAL RUMAH SIAP HUNI SAYAP TUBAGUS ISMAIL LT 104 m2 LB 180 m2 KT 5 + 1 KM 2 + 1 Carport 1 Laundry room Water heater Listrik 3300 watt	 Full furnished Harga 2.15M -> 1.7M nepis CLA  DINA JRPOPERTY 0813xxxxxxxx,17000000000.0,104.0,180.0,5.0,2.0
Murah Banget!!! Jarang Ada Rumah Dalam Komplek One Gates System Di Padasuka Bandung Siap Huni Shm,Rp 500 Juta,"Padasuka, Bandung",80 m²,45 m²,2.0,1.0,SHM,2200 Watt,,1.0,"Dijual Rumah Minimalis Mewah Murah Dalam Komplek padasuka  Spek rumah :  - luas tanah 80 m2 - luas bangunan 45 m2 - listrik 2200va - Air sumur bor submersible - dak jemuran - torn 1000 ltr  - SHM, Imb, pbb - kamar 2 bh uk 3x3 m - kamar mandi 2 bh - kusen pintu kamper samarinda oven - gerbang depan, kanopi depan belakang - benteng samping diperkuat 7cakar ayam + tiang beton  harga 600jt Turun Harga 500jt *NETT*  BTG",500000000.0,80.0,45.0,2.0,1.0
DIJUAL RUMAH TINGGAL DI BATUNUNGGAL MULIA KOTA BANDUNG,"Rp 2,3 Miliar","Batununggal, Bandung",200 m²,160 m²,3.0,2.0,SHM,Lainnya,1.0,1.0,SPEK:  1 lantai SHM ( 2 sertifikat) LT 200m2 LB 160m2 KT 2+1 Km 2 Gudang 1 Garasi 1 Carport 1 #  PP  #,23000000000.0,200.0,160.0,3.0,2.0
Barang Langka! Rumah Dengan Kolam Renang Harga 3 M Saja Di Kota Baru Parahyangan,Rp 3 Miliar,"Kota Baru Parahyangan, Bandung",136 m²,180 m²,3.0,2.0,SHM,3500 Watt,,2.0,- Rumah minimalis modern dengan Kolam Renang cocok untuk Rumah Villa Peristirahatan ataupun untuk Disewakan lewat Air BnB pasti Cuan - Harga Murah hanya 3 M dan masih Nego - Cluster Favorit dengan Sunset View yang indah,3000000000.0,136.0,180.0,3.0,2.0
JARANG ADA! RUMAH MINIMALIS SIAP HUNI DI ISTANA SUDIRMAN CIJERAH KOMPLEK CLUSTER LOKASI STRATEGIS DEKAT TOL PASIRKOJA,Rp 3 Miliar,"Bandung Kulon, Bandung",160 m²,230 m²,3.0,2.0,SHM,2200 Watt,1.0,2.0,- Cluster aman nyaman bebas banjir lokasi strategis hanya 10 menit ke Tol Pasirkoja - Rumah terletak di Mainroad Jalan dengan Row Jalan lebar masuk 3 Mobil,3000000000.0,160.0,230.0,3.0,2.0
Dijual Rumah Baru Bagus Full Furnished Di Mekar Wangi,"Rp 3,3 Miliar","Mekar Wangi, Bandung",128 m²,200 m²,3.0,3.0,HGB,Lainnya,,2.0,Dijual rumah baru bagus full furnished di mekar wangi Luas tanah 128m2   luas bangunan +/- 200m2 furnished kamar tidur 3+1 kamar mandi 3+1 kamar laundry carport  hadap barat laut lebar muka 6.5m HGB Listrik token 2200w Air submersible 80m Toren atas 500ltr dan pompa dorong 200w shimizu hrg 3.65M,33000000000.0,128.0,200.0,3.0,3.0
"Rumah Murah Minimalis Cluster Cisaranten Arcamanik, Bandung",Rp 749 Juta,"Rancasari, Bandung",70 m²,90 m²,2.0,2.0,SHM,2200 Watt,,1.0,"TURUN HARGA  JUAL RUMAH MURAH MINIMALIS MODERN DALAM CLUSTER CISARANTEN ARCAMANIK,  BANDUNG   Lokasi strategis dekat  - Dekal ke AL ghifari - JL utama Soekarnohatta - Dekat Stasiun Gedebage - Dekat Summarecon - Dekat Mesjid Al jabbar - Dekat Area kuliner,  - Minimarket, Pasar,  dll  Spesifikasi:  LT 70  m2 LB 90 m2  2 Kamar Tidur 2 Kamar Mandi Listrik 2200 Air Summersible Carpot 2 Akses depan 2 mobil   SHM  Harga 900 jt turun jadi  795jt Jadi 750jt   #ark",749000000.0,70.0,90.0,2.0,2.0
Dijual Rumah di Taman Kopo Indah 2 (Tki 2) Bandung Hunian Nyaman dan Siap Huni Lokasi Strategis,"Rp 2,8 Miliar","Taman Kopo Indah, Bandung",153 m²,230 m²,3.0,3.0,SHM,2200 Watt,,1.0,Dijual Rumah lux tki 2   Lt 153m Lb 230m Kt 3+1 Km 3  Air sible  Listrik 2200watt Gudang  Hadap timur  Harga 2.8m nego   NVI-TVS,28000000000.0,153.0,230.0,3.0,3.0
Rumah Usaha Lokasi Premium Sayap Dago Dan Riau Bandung,Rp 35 Miliar,"Dago, Bandung",892 m²,500 m²,4.0,3.0,SHM,3300 Watt,2.0,2.0,Rumah Usaha Lokasi Premium Sayap Dago Dan Riau Bandung Kawasan Komersil di Dago Juanda   Spesifikasi : > Renovasi Tahun : 2023 > Luas Tanah : 892 m² > Luas Bangunan : 500 m² > Orientasi Hadap : barat&selatan  > Jumlah lantai : 1 lantai > Kamar Tidur : 4+1 > Kamar Mandi : 3+1 > Kamar Tidur Pembantu : 1 > Kamar Mandi Pembantu : 1 > Gudang: 1 > Pasokan Listrik : 3.300w > Sumber Air : PDAM  > Carport : 4 mobil > Garasi : 2 mobil > Row jalan : 4 mobil > Ukuran : lebar muka 16 meter  > Status : SHM,35000000000.0,892.0,500.0,4.0,3.0
Rumah Tropical Minimalis Luasan Besar Harga Wajar Di Cluster Favorit Kota Baru Parahyangan,"Rp 4,2 Miliar","Kota Baru Parahyangan, Bandung",290 m²,260 m²,3.0,3.0,SHM,2200 Watt,1.0,2.0,"- Cluster favorit di Kota Baru Parahyangan, Tatar Mayang Sunda lokasi strategis dekat ke IKEA Mall & Pusat Kota KBP serta sekolahan - Luasan tanah besar dengan harga wajar dan masih nego  Spek: LT 290 m2 LB 260 m2 Lebar muka 14 meter Listrik 2200 watt SHGB (bisa ditingkatkan jadi SHM)  Bangunan 2 lantai Kamar tidur 3+1 Kamar mandi 3+1 Service area Carport 1 Mobil Garasi 1 Mobil Taman depan belakang Hadap selatan  *Harga hanya 4,5 M masih nego*",42000000000.0,290.0,260.0,3.0,3.0
Rumah Nyaman Dijual di Resort Dago Pakar Bandung,Rp 27 Miliar,"Dago Pakar, Bandung",1108 m²,1200 m²,5.0,5.0,SHM,Lainnya,,1.0,Untuk info lebih lengkap: Michael Maxpro - @michael_maxpro  Instagram: @maxpro.bdg @bandung_maxpro   DIJUAL RUMAH  RESORT DAGO PAKAR  Luas Tanah 1108m² Luas Bangun 1200m² Lantai 3  Kamar 5+2 Kamar Mandi 5+2 Listrik 6600 Watt Air dikelola RDP Kolam Renang  Water Heater  Taman Moshulla  Ruang Serbaguna  SHM  Rumah Nyaman Dijual di Resort Dago Pakar Bandung,27000000000.0,1108.0,1200.0,5.0,5.0
Rumah 3 Lantai SHM Siap Huni Strategis Furnish Citra Green Dago,Rp 6 Miliar,"Dago, Bandung",236 m²,400 m²,5.0,6.0,SHM,3500 Watt,2.0,3.0,"SALE RUMAH  SIAP HUNI, TERAWAT DAN FULL FURNISH DI CITRA GREEN DAGO  * Luas Tanah : 236m² * Luas Bangunan : 400m² * Jumlah Kamar Tidur : 5 * Jumlah Kamar Mandi : 6 * Jumlah Lantai : 3 * Jumlah Garasi/carport : Garasi 2, Carport 2 * Jenis Sertifikat : SHM  * Keunggulan/Selling point: Rumah ini sudah Furnished di Dago dengan lingkungan yang asri dan aman. Dekat dengan Tempat Wisata, Rumah Sakit dan Sarana Pendidikan.   HARGA 6M (Nego)  RBW-SAP",6000000000.0,236.0,400.0,5.0,6.0
Turun Harga Ratusan Juta! Rumah Dengan Kolam Renang Harga 3 M Saja Di Kota Baru Parahyangan,"Rp 2,7 Miliar","Kota Baru Parahyangan, Bandung",136 m²,180 m²,3.0,2.0,SHM,3500 Watt,,2.0,- Rumah minimalis modern dengan Kolam Renang cocok untuk Rumah Villa Peristirahatan ataupun untuk Disewakan lewat Air BnB pasti Cuan - Harga Murah di bawah 3 M dan masih Nego - Cluster Favorit dengan Sunset View yang indah,27000000000.0,136.0,180.0,3.0,2.0
Rumah Modern Minimalis Lux Sangat Siap Huni Singgasana Pradana,"Rp 4,9 Miliar","Singgasana, Bandung",200 m²,300 m²,4.0,3.0,SHM,2200 Watt,1.0,2.0,Dijual Rumah modern minimalis LUX sangat siap huni Singgasana Pradana   SHM  Luas Tanah:200 m² Luas Bangunan:300 m² Bangunan 2 lantai Kamar Tidur: 4+1 Kamar Mandi: 3+1 Hadap:Utara Unfurnished Garasi 1 mobil Carport 2 mobil  Layout sangat luas  *Harga 4.9 M nego*  Lilie. S -OneRealty Elite 0878 2525 1 777 0823 606060 22,49000000000.0,200.0,300.0,4.0,3.0
Rumah 1 Lantai di TKI Taman Kopo Indah 3,"Rp 1,1 Miliar","Taman Kopo Indah, Bandung",105 m²,90 m²,3.0,1.0,SHM,2200 Watt,,1.0,"For Sale  Rumah 1 Lantai di TKI Taman Kopo Indah 3  SHM Luas Tanah 105 m2 Luas Bangunan 90 m2 Kamar Tidur 3 Kamar Mandi 1 Air Jet Pump (Toren + Filter) Hadap Utara Listrik 2.200 watt Carport 1 mobil  OP : 1,1 M    +L14",11000000000.0,105.0,90.0,3.0,1.0
"Siap Huni, Rumah, 1 Lantai, SHM, Bebas Banjir Taman Holis Indah 1","Rp 2,3 Miliar","Taman Holis Indah, Bandung",220 m²,196 m²,3.0,2.0,SHM,3500 Watt,,1.0,For Sale Rumah di Taman Holis Indah 1  lebar muka 11 mtr Hadap Utara  Lt 220m2 lb 196 m2 kt 3+1 km 2+1 Listrik 3500watt Air Jet Pump  Harga 2.3M nego  ✅Lingkungan tenang  ✅Culdesac ✅salah 1 blok terbaik di THI ✅ Dekat tol  ✅ Dekat sekolah  MAR 072,23000000000.0,220.0,196.0,3.0,2.0
Dijual Cepat Rumah Di Summarecon Cluster Cynthia,"Rp 2,6 Miliar","Summarecon Bandung, Bandung",135 m²,164 m²,5.0,4.0,SHM,Lainnya,1.0,2.0,"Turun harga dari 2,9 Miliar  Spesifikasi : SHM & IMB Listrik : 2200 Watt Lebar muka : 9m Hadap : Selatan Akses : 2 mobil Air : Jetpump Taman depan & belakang  Kelebihan : - Security 24 Jam, One Gate System (satu gerbang utama) - Akses Tol Gedebage  Harga jual : 2,6 M (Nego tipis) (VCT)  Fitriyah Fame Property 0817925xxxx",26000000000.0,135.0,164.0,5.0,4.0
"Rumah Baru Minimalis Furnished di Komplek Budi Indah, Setiabudi","Rp 4,2 Miliar","Setiabudi, Bandung",210 m²,223 m²,5.0,4.0,SHM,5500 Watt,,2.0,"Dijual rumah baru minimalis di Komplek Budi Indah, Setiabudi  Luas Tanah 210 M² Luas Bangunan 223 M² Bangunan 2 lantai Kamar Tidur 5 Kamar Mandi 4 Pln 5700 watt Air Sible Pool 3X8 Air Hangat Furnished Carport 2 mobil Harga 4.2 M nego",42000000000.0,210.0,223.0,5.0,4.0
Rumah Klasik Gaya Belanda di Sayap Riau Lahan Luas dan Akses Strategis,"Rp 8,1 Miliar","Riau, Bandung",420 m²,250 m²,3.0,1.0,SHM,4400 Watt,6.0,1.0,"Rumah bergaya Belanda di kawasan Sayap Riau ini menawarkan karakter bangunan yang kuat dengan nilai prestise tinggi. Lokasinya strategis dan mudah dijangkau, cocok untuk hunian eksklusif, kantor, butik, atau usaha berbasis lokasi premium. Lahan luas dengan lebar muka besar memberi fleksibilitas pengembangan, sementara area parkir yang memadai menjadi nilai tambah langka di kawasan ini. Properti ini juga memiliki potensi investasi jangka panjang di salah satu area favorit Bandung.  Spesifikasi: LT 420 m² LB ±250 m² Lebar muka ±14 m 1 lantai Hadap timur laut 3 kamar tidur 1 kamar mandi 1 kamar tidur ART 1 kamar mandi ART Carport 6 mobil Garasi 3 mobil Listrik 4.400 W Air sumur jetpump SHM  Harga: Rp 8,1 M nego",81000000000.0,420.0,250.0,3.0,1.0
Dijual Rumah Baru Tatar Punawangi Kota Baru Parahyangan,"Rp 2,8 Miliar","Kota Baru Parahyangan, Bandung",120 m²,110 m²,4.0,3.0,SHM,2200 Watt,,2.0,"Rumah Baru 4 Kamar Tidur dengan Harga Under 3 M di Tatar Punawangi Kota Baru Parahyangan dengan Nomor Hoki Angka 8  - Cocok untuk Orangtua karena Sudah ada tambahan Kamar Tidur Utama di Lantai Dasar Lengkap dengan Kamar Mandi Dalam - Lokasi cluster strategis dekat ke fasilitas umum & Town Center KBP - Rumah cocok dijadikan Rumah Pensiun ataupun Weekend Villa  Spek: LT 120 m2 Lebar muka 8 x 15 meter LB 110 m2 KT 4 KM 3 SHM, hadap Selatan Listrik 2.200 watt Air artesis developer Carport 2 Mobil  Open Price 2.8 M nego  Farhan  Xavier Marks Estate Signet  08213020xxxx   HSN",28000000000.0,120.0,110.0,4.0,3.0
Rumah 2 Lantai Material Premium Furnished Bernilai Seni Tinggi di Mekar Wangi,"Rp 7,2 Miliar","Mekar Wangi, Bandung",426 m²,500 m²,4.0,4.0,SHM,5500 Watt,2.0,2.0,"Rumah 2 lantai full furnished di kawasan Mekar Wangi ini menawarkan kombinasi kemewahan, kenyamanan, dan kualitas bangunan yang terawat. Menggunakan material premium dengan nilai seni tinggi, rumah ini siap huni tanpa perlu renovasi. Ruang luas dan jumlah kamar memadai membuatnya ideal untuk keluarga besar, sementara lingkungan tenang menjadikannya aset hunian sekaligus investasi jangka panjang yang menarik.  Spesifikasi: LT 426 m² LB ±500 m² Bangunan 2 lantai 4 kamar tidur + 4 kamar pembantu 4 kamar mandi + 2 kamar mandi pembantu Listrik 5.500 W Air submersible (2 sumber, 2 pompa) Garasi 2 mobil Carport 2 mobil Dapur bersih & dapur kotor Full furnished (material jati) Lantai bawah marmer Italy Tangga granit Golden Galaxy Italy hitam bintik emas Lantai atas parquette Kulkas 2 pintu SHM  Harga: Rp 7,2 M turun menjadi Rp 6,5 M (nego)",72000000000.0,426.0,500.0,4.0,4.0
Rumah Bagus 2 Lantai Komplek Padasuka Cicaheum View Bandung Asri,Rp 875 Juta,"Padasuka, Bandung",72 m²,70 m²,3.0,2.0,SHM,2200 Watt,,2.0,"Rumah Modern 2 Lantai di Komplek Padasuka Bandung  Spesifikasi :  Bangunan 2 Lantai Hadap Timur Luas Tanah 72 m2 Luas Bangunan 70 m2 3 Kamar Tidur 2 Kamar Mandi Ruang Tamu & Ruang Keluarga Dapur Listrik 2200 VA Air Artesis Carport  Legalitas SHM  Harga 875 Juta  Info Lanjut Bisa langsung WA Untuk Info Rumah Lainnya cek di insta Propertyperumahanbandung Silahkan SAVE dan CEK dulu saja, Siapa Tau Kedepannya Perlu.  Hubungi Marketing Exclusive : Wati Terima Kasih  Note : Jadwal Survei Konfirmasi 1 Hari Sebelumnya",875000000.0,72.0,70.0,3.0,2.0
Dijual Rumah Siap Huni Di Komplek Batununggal Indah Estate Bandung,Rp 2 Miliar,"Batununggal, Bandung",140 m²,140 m²,3.0,2.0,SHM,Lainnya,,1.0,"Dijual rumah siap huni di Batununggal indah Estate    Spesifikasi : > Jumlah Lantai : 1 1/4 lantai  > Luas Tanah : 140 m2 > Luas Bangunan : 140 m2 > Bentuk Tanah : kotak  > Lebar Muka : 8 > Orientasi Hadap : timur > Kamar Tidur : 3 > Kamar Mandi : 3 > Kamar Tidur Pembantu : 1 > Kamar Mandi Pembantu :  > Pasokan Listrik : 2200 watt  > Sumber Air :  sible  > Garasi :  1 > Carport : 1 > Akses Jalan : 2 mobil  > Legalitas : SHM  > Harga Permintaan : 2,1 M nego  Turun jadi 2 M nego",2000000000.0,140.0,140.0,3.0,2.0
Rumah Lux Summarecon Bandung Auto Sultan Punya Rumah Di Sini!,"Rp 4,9 Miliar","Summarecon Bandung, Bandung",200 m²,213 m²,4.0,3.0,HGB,Lainnya,,2.0,"Rasakan kenyamanan & gaya hidup premium ga mesti mahal - live beautifully at Hazelia Summarecon."" . Kenalin mini nya Xandari nih..  kalo Xandari harganya 23M - Hazelia ini harganya mulai dari 4,8Man aja",49000000000.0,200.0,213.0,4.0,3.0
Rumah 2 Lantai Minimalis Siap Huni Di Singgasan Pradana,"Rp 4,6 Miliar","Cibaduyut, Bandung",242 m²,240 m²,3.0,3.0,SHM,2200 Watt,,2.0,"For Sale  Rumah Singgasana   Lt 242 Lb 240 Artesis, pln 5500 KT 3+1 , KM 3+1, 2lt, hadap utara PLN token  lebar muka (carport utk 2 mobil ) lebar jalan papasan longgar 2 mobil ynx  harga buka di 4,6 M Nego",46000000000.0,242.0,240.0,3.0,3.0
Rumah Murah Lokasi di Main Road Cihampelas,Rp 4 Miliar,"Cihampelas, Bandung",352 m²,347 m²,4.0,4.0,SHM,3500 Watt,,2.0,Rumah Murah Lokasi Main Road Cihampelas Cocok Untuk Usaha  Spesifikasi : > Jumlah Lantai : 2  > Luas Tanah : 352  > Luas Bangunan : 347  > Bentuk Tanah : (kotak) > Lebar Muka : 14  > Orientasi Hadap : barat  > Pasokan Listrik : 3500  > Sumber Air : bor  > Carport : 6 mobil  > Akses Jalan : 4 mobil  > Legalitas : shm,4000000000.0,352.0,347.0,4.0,4.0
DIJUAL RUMAH MURAH DIBAWAH HARGA PASAR MEWAH SIAP HUNI SETRA DUTA,"Rp 2,1 Miliar","Setra Duta, Bandung",144 m²,140 m²,3.0,2.0,SHM,2200 Watt,,1.0,"DIJUAL RUMAH MURAH DIBAWAH HARGA PASAR MEWAH SIAP HUNI SETRA DUTA BANDUNG UTARA  Speksifikasi  Luas tanah : 144 m2 Luas bangunan : 140 m2  Lebar muka : 8 m Hadap : Barat K.tidur : 3+1 K.mandi : 2 Carport : 1  Listrik : 2200 watt Air : Sumur Biaya keamanan/bln :  266.500 Sertifikat : SHM Semi Furnish  Selling point 2 menit ke toll pasteur 1 menit ke universitas polban 5 menit ke mall Dekat dengan wisata bandung utara Dekat sekolahan One gate system  Open price : 2,1 M Nego  BTG",21000000000.0,144.0,140.0,3.0,2.0
600 Jutaan Minimalis 3 Kamar Tidur di Bandung Timur,Rp 600 Juta,"Bandung Timur, Bandung",60 m²,62 m²,3.0,2.0,HGB,Lainnya,,2.0,"Kesempatan terbatas buat Anda dapatkan rumah strategis dengan return investasi tinggi di Bandung Timur, Bandung.  Rumah ini menawarkan kelengkapan fasilitas serta memiliki nilai tepat yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.  Properti ini memiliki desain indah yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area strategis.  Detail Properti ini adalah:   - Kamar Tidur: 3   - Kamar Mandi: 2   - Mezzanine Space   - Free Smart Door Lock System   - Sertifikat: HGB - Hak Guna Bangunan  Lokasi Strategis terletak di Bandung Timur, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 625.000.xxx, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.",600000000.0,60.0,62.0,3.0,2.0
Rumah Dijual di Resor Dago Pakar Ada Kolam Renang Siap Huni,Rp 4 Miliar,"Resor Dago Pakar, Bandung",220 m²,300 m²,4.0,4.0,SHM,4400 Watt,1.0,3.0,"Kesempatan terbatas buat Anda dapatkan rumah nyaman dengan return investasi tinggi di Resor Dago Pakar, Bandung.  Rumah ini menawarkan kelengkapan fasilitas serta memiliki jumlah lantai 3 yang siap untuk segera Anda miliki, utamanya bagi Anda yang mencari hunian di lokasi yang dekat dengan fasilitas umum.  Kondisi properti ini bagus dan memiliki desain modern yang menambah daya tarik dan estetika properti ini. Rumah ini berada di area strategis.  Detail Properti ini adalah:    - Kamar Tidur: 4   - Kamar Mandi: 4   - Sertifikat: SHM - Sertifikat Hak Milik   - Daya Listrik: 4400 watt   - Arah Bangunan: Menghadap Barat   - Kondisi Perabotan: Semi Furnished  Tersedia berbagai fasilitas lengkap, seperti:    - Wastafel.   - Kitchen Set.   - Pemanas Air.   - Kompor.   - Kulkas.   - Keamanan 24 jam.   - Akses Parkir.   - One Gate System.   - Taman.   - Tempat Jemuran.   - Taman.   - Jalur Telepon.   - Kolam Renang.  Tidak hanya itu, namun properti ini juga memiliki keunggulan sebagai berikut:    - Bisa KPR.   - Siap Huni.   - Dekat Pusat Perbelanjaan.   - Dekat Sekolah Internasional.   - Dekat Sekolah Negeri.   - Dekat Universitas.   - Dekat Fasilitas Kesehatan.   - Dekat Tempat Wisata.   - Dekat Pusat Bisnis.   - Sejuk.   - City View.   - Cocok Untuk Investasi.   - Properti Bisa Nego.   - One Gate System.  Lokasi Strategis terletak di Resor Dago Pakar, properti ini memudahkan akses Anda ke fasilitas-fasilitas utama dan unggulan.  Harga yang sangat kompetitif yaitu, Rp. 4.000.000.xxx, rumah ini siap menjadi milik Anda!  Nikmati segala kemudahan dan berbagai keunggulan menarik saat properti eksklusif ini milik Anda.",4000000000.0,220.0,300.0,4.0,4.0
Sale Rumah Idaman Berkualitas Diskon 50 Juta Sisa 2 Unit,Rp 250 Juta,"Bojongsoang, Bandung",60 m²,50 m²,2.0,1.0,SHM,1300 Watt,1.0,,"RUMAH LANGSUNG BANGUN TERSEDIA TYPE MINIMALIS, MODERN CONTEMPORER & RUKO, READY STOCK ga perlu nunggu lama lama",250000000.0,60.0,50.0,2.0,1.0
Dijual Rumah Di Kota Baru Parahyangan Dekat Dengan Kampus Dan Rumah Sakit,"Rp 2,6 Miliar","Kota Baru Parahyangan, Bandung",120 m²,95 m²,3.0,2.0,SHM,2200 Watt,,2.0,"Rumah bergaya minimalist modern di Kota Baru Parahyangan.  Cek segera rumah 2 lantai yang asri ini,  dijual dengan pemandangan perkotaan yang menambah nilai estetika di lingkungan hunian. Rumah ini berada di area strategis serta menawarkan lingkungan fasilitas yang lengkap, cocok untuk Anda yang menginginkan hunian strategis.  Spesifikasi Utama Properti:    - Kamar Tidur: 3   - Kamar Mandi: 2   - Sertifikat: SHM - Sertifikat Hak Milik   - Daya Listrik: 2200 W   - Arah Bangunan: Menghadap Utara   - Kondisi Perabotan: Furnished  Dilengkapi dengan:    - Kitchen Set.   - CCTV.   - Keamanan 24 jam.  Fitur unggulan:    - Lokasi di Pusat Kota.   - Lingkungan Tenang dan Damai.   - Cocok Untuk Investasi.   - Properti Bisa Nego.   - Lokasi Strategis.  Terletak di Kota Baru Parahyangan, rumah ini memberikan kemudahan akses ke berbagai fasilitas menarik.  Dengan harga Rp. 2.600.000.xxx, anda bisa memiliki hunian istimewa yang sudah siap huni dan bersertifikat SHM - Sertifikat Hak Milik. Segera ambil kesempatan untuk menikmati pengalaman tinggal di kawasan Kota Baru Parahyangan yang nyaman ini!  Kontak segera untuk informasi lebih lanjut!",26000000000.0,120.0,95.0,3.0,2.0
DIJUAL RUMAH MINIMALIS DEKAT TOL DI BUAHBATU KOTA BANDUNG,"Rp 1,9 Miliar","Buah Batu, Bandung",200 m²,180 m²,3.0,3.0,SHM,2200 Watt,,1.0,"DIJUAL RUMAH MINIMALIS DEKAT TOL DI BUAHBATU KOTA BANDUNG  SPESIFIKASI :  Sertifikat : SHM Luas tanah : 200 m² Luas bangunan: 180 m² Kamar tidur : 3 Kamar mandi : 3 Listrik : 2200w Air : jetpump Hadap barat Carport 2 mobil Lebar muka 9 meter  Dekat Telkom University (15 menit) Dekat Tol Buah Batu (10 menit) Dekat Swalayan Borma (5 Menit) Dekat Masjid (jalan kaki 3 Menit)  Harga penawaran 1,9M NEGO  WLD",19000000000.0,200.0,180.0,3.0,3.0
Rumah Hook Bagus Pinggir di Jalan Kesatriaan Bandung,"Rp 7,4 Miliar","Bandung Kota, Bandung",427 m²,200 m²,3.0,2.0,SHM,1300 Watt,,1.0,LT : 427 M2	LB : 200 M2 KM : 2	KMP : 0 KT : 3	KTP : 1 Listrik : 1200 W	 Hadap : Timur	 Air : Artesis SHM : SHM	 Furniture : Tidak ada   20if,74000000000.0,427.0,200.0,3.0,2.0
Rumah Megah Bak Sultan Di Budi Luhur Setiabudi,Rp 24 Miliar,"Setiabudi, Bandung",1100 m²,300 m²,4.0,4.0,SHM,Lainnya,1.0,1.0,LT : 1100 M2	LB : 300 M2 KM : 4	KMP : 0 KT : 4	KTP : 0 Garasi : 1	Carport : 1 Listrik : 0 W	1 Lantai Hadap : Selatan	Air : Artesis SHM : SHM	Furniture : Tidak ada  20nt,24000000000.0,1100.0,300.0,4.0,4.0
JUAL CEPAT! SPECIAL PRICE. MAINROAD JL SUPRATMAN,Rp 28 Miliar,"Supratman, Bandung",884 m²,371 m²,6.0,6.0,SHM,3500 Watt,4.0,1.0,"JUAL CEPAT! SPECIAL PRICE.  MAINROAD JL SUPRATMAN Luas tanah 884 m2 Luas bangunan 371 m2 Lebar muka 22 m Kamar tidur 6+1 Kamar mandi 6+1  SHM 1.5 Lantai Garasi 4, Carport 10 Listrik 3500 watt AC 3, Telp rumah 1 Air PAM & Jetpump Hadap barat  Harga 40M  ---> 28 M  For More Information : Cynthia 0896xxxxxxxx Discovery Property",28000000000.0,884.0,371.0,6.0,6.0
"Rumah Murah Riung Bandung, Bandung",Rp 725 Juta,"Rancasari, Bandung",126 m²,130 m²,3.0,2.0,SHM,1300 Watt,,1.0,JUAL CEPAT RUMAH SIAP HUNI RIUNG BANDUNG  SPESIFIKASI :  Luas tanah 126 Luas bangunan 130  kamar tidur 3+1 kamar mandi 2+1 Legalitas : SHM Carpot 1 mobil  SELLING POINT :  - DEKAT RS AL-ISLAM - DEKAT MINIMARKET  - DEKAT KE JL SOEKARNO HATTA - DEKAT MESJID - DEKAT KE PUSAT PENDIDIKAN DI RIUNG BANDUNG  harga : 725 jt nego,725000000.0,126.0,130.0,3.0,2.0
Rumah Modern Siap Huni Idaman Semua Di Pasir Salam,"Rp 2,1 Miliar","Bandung Kota, Bandung",110 m²,170 m²,4.0,4.0,SHM,2200 Watt,,2.0,Rumah Pasirsalam  LT : 110 M2	LB : 170 M2 KM : 4	KMP : 0 KT : 4	KTP : 0 Garasi : 0	Carport : 2 Listrik : 2200 W	2 Lantai Hadap : Barat	Air : Sumur Bor SHM : SHM	Furniture : Tidak ada    21RZ,21000000000.0,110.0,170.0,4.0,4.0
Harga Runtuh! Beneran Murah! Nego Sampe Deal Jual Cepat Rumah Di Amanda Premium 9 Summarecon Bandung,"Rp 2,5 Miliar","Summarecon Bandung, Bandung",144 m²,172 m²,5.0,4.0,SHM,Lainnya,1.0,2.0,"Jual BU! Jual Murah,Jual Cepat!   For SALE   Dijual Rumah Minimalis Siap Huni  *Summarecon Bandung* *cluster Amanda*   *Type Amanda 9 Premium*   2 Lantai   Luas tanah 144m² Luas bangunan 172m² Lebar muka 9 meter Dimensi 9x16 *Kamar tidur 4+1* Kamar mandi 3 +1   *Semi Furnised* * AC 2 * Kitchen set  * Waterheater * Gordyn * Pompa +toren  * Dekat dengan Clubhouse Air Artesis Listrik 5.500 watt Carport 1 + kanopi kaca  Garasi 1   *Harga Jual ~4.5M~  ~3.5M~  --》*Harga 2.98 M NEGO SAMPAI DEAL*  TURUN JADI 2,5 M NETT   Minat Hubungi : Ritaind",25000000000.0,144.0,172.0,5.0,4.0
